station/location;date;gre000d0;hto000d0;nto000d0;prestad0;rre150d0;sre000d0;tre200d0;tre200dn;tre200dx;ure200d0
GSB;18640101;-;-;-;-;-;-;-10.5;-12;-8.2;-
GSB;18640102;-;-;-;-;-;-;-15.7;-21.4;-10.7;-
GSB;18640103;-;-;-;-;-;-;-20.3;-23.8;-16.5;-
GSB;18640104;-;-;-;-;-;-;-12.5;-13.8;-10.5;-
GSB;18640105;-;-;-;-;-;-;-12.8;-15.6;-11.1;-
GSB;18640106;-;-;-;-;-;-;-9.7;-10.8;-7.6;-
GSB;18640107;-;-;-;-;-;-;-10.1;-12.7;-8.5;-
GSB;18640108;-;-;-;-;-;-;-11;-11.4;-9.6;-
GSB;18640109;-;-;-;-;-;-;-11;-12.1;-9.4;-
GSB;18640110;-;-;-;-;-;-;-9.1;-10.1;-7.3;-
GSB;18640111;-;-;-;-;-;-;-7.3;-8.3;-5.8;-
GSB;18640112;-;-;-;-;-;-;-6.2;-7.7;-3.8;-
GSB;18640113;-;-;-;-;-;-;-5.9;-7.6;-1.9;-
GSB;18640114;-;-;-;-;-;-;-7.2;-8.5;-5.3;-
GSB;18640115;-;-;-;-;-;-;-8.6;-9.4;-7.7;-
GSB;18640116;-;-;-;-;-;-;-9.3;-10.9;-5.4;-
GSB;18640117;-;-;-;-;-;-;-7.6;-8.6;-6.2;-
GSB;18640118;-;-;-;-;-;-;-14.6;-16.8;-11.6;-
GSB;18640119;-;-;-;-;-;-;-10.8;-13.3;-7.4;-
GSB;18640120;-;-;-;-;-;-;-5.6;-9.8;-3.3;-
GSB;18640121;-;-;-;-;-;-;-3.3;-4.5;-1.3;-
GSB;18640122;-;-;-;-;-;-;-5.4;-6.5;-2.7;-
GSB;18640123;-;-;-;-;-;-;-3.8;-6.1;-1.2;-
GSB;18640124;-;-;-;-;-;-;-4.6;-6.2;-3;-
GSB;18640125;-;-;-;-;-;-;-5.2;-7.1;-3;-
GSB;18640126;-;-;-;-;-;-;-4.5;-6.4;-1.8;-
GSB;18640127;-;-;-;-;-;-;-5.1;-7.4;-1.4;-
GSB;18640128;-;-;-;-;-;-;-6.4;-10;-2.6;-
GSB;18640129;-;-;-;-;-;-;-11.1;-12;-9.2;-
GSB;18640130;-;-;-;-;-;-;-10.7;-13;-8.3;-
GSB;18640131;-;-;-;-;-;-;-11.7;-16.9;-3;-
GSB;18640201;-;-;-;-;-;-;-8.1;-10.6;-5.6;-
GSB;18640202;-;-;-;-;-;-;-8.7;-9.8;-5.6;-
GSB;18640203;-;-;-;-;-;-;-8.1;-10.6;-5;-
GSB;18640204;-;-;-;-;-;-;-9.6;-14.5;-4.8;-
GSB;18640205;-;-;-;-;-;-;-16;-16.6;-14.4;-
GSB;18640206;-;-;-;-;-;-;-13.1;-14.8;-9;-
GSB;18640207;-;-;-;-;-;-;-17;-19.6;-13.8;-
GSB;18640208;-;-;-;-;-;-;-20;-21.6;-17.4;-
GSB;18640209;-;-;-;-;-;-;-19.5;-21.6;-15;-
GSB;18640210;-;-;-;-;-;-;-18.2;-19.8;-15.9;-
GSB;18640211;-;-;-;-;-;-;-15.8;-17.5;-11.6;-
GSB;18640212;-;-;-;-;-;-;-6.5;-13;-0.5;-
GSB;18640213;-;-;-;-;-;-;1.8;-3;6.4;-
GSB;18640214;-;-;-;-;-;-;0.5;-2.2;5.3;-
GSB;18640215;-;-;-;-;-;-;0.3;-2.8;4;-
GSB;18640216;-;-;-;-;-;-;-2.2;-3.4;1.3;-
GSB;18640217;-;-;-;-;-;-;-10.4;-15.2;-4.4;-
GSB;18640218;-;-;-;-;-;-;-15.7;-16.7;-13.3;-
GSB;18640219;-;-;-;-;-;-;-17.7;-20.4;-14.7;-
GSB;18640220;-;-;-;-;-;-;-16.1;-17.5;-14.2;-
GSB;18640221;-;-;-;-;-;-;-9.8;-11.2;-7.5;-
GSB;18640222;-;-;-;-;-;-;-10.9;-12.3;-8.1;-
GSB;18640223;-;-;-;-;-;-;-5.8;-7.2;-4.3;-
GSB;18640224;-;-;-;-;-;-;-5.8;-6.4;-3.9;-
GSB;18640225;-;-;-;-;-;-;-6.5;-7.8;-4.6;-
GSB;18640226;-;-;-;-;-;-;-6.6;-8.4;-4;-
GSB;18640227;-;-;-;-;-;-;-7.5;-10.2;-5.1;-
GSB;18640228;-;-;-;-;-;-;-7.3;-8.1;-6;-
GSB;18640229;-;-;-;-;-;-;-6.3;-9;-2.8;-
GSB;18640301;-;-;-;-;-;-;-8.8;-10.1;-4.8;-
GSB;18640302;-;-;-;-;-;-;-8;-9.1;-5.8;-
GSB;18640303;-;-;-;-;-;-;-3.2;-7.6;2.8;-
GSB;18640304;-;-;-;-;-;-;-4.3;-6.6;-1.4;-
GSB;18640305;-;-;-;-;-;-;-5.3;-5.8;-3.7;-
GSB;18640306;-;-;-;-;-;-;-4.6;-6.6;-1.4;-
GSB;18640307;-;-;-;-;-;-;-3;-4.7;0.8;-
GSB;18640308;-;-;-;-;-;-;-5.5;-6.2;-4;-
GSB;18640309;-;-;-;-;-;-;-4.7;-5.8;-3;-
GSB;18640310;-;-;-;-;-;-;-7.6;-12.3;-2.2;-
GSB;18640311;-;-;-;-;-;-;-9.5;-13;-6.3;-
GSB;18640312;-;-;-;-;-;-;-6.4;-8.7;-2;-
GSB;18640313;-;-;-;-;-;-;-7.4;-10.9;-3.8;-
GSB;18640314;-;-;-;-;-;-;-3.7;-7.2;1.9;-
GSB;18640315;-;-;-;-;-;-;-0.5;-3.9;3.8;-
GSB;18640316;-;-;-;-;-;-;-3.4;-5.7;-0.2;-
GSB;18640317;-;-;-;-;-;-;-2.4;-6.8;2.7;-
GSB;18640318;-;-;-;-;-;-;-3.8;-6.4;-0.4;-
GSB;18640319;-;-;-;-;-;-;-8;-10.2;-5.1;-
GSB;18640320;-;-;-;-;-;-;-5.6;-8.1;-2.8;-
GSB;18640321;-;-;-;-;-;-;-5.7;-6;-4;-
GSB;18640322;-;-;-;-;-;-;-2.4;-5.3;3;-
GSB;18640323;-;-;-;-;-;-;-3.8;-5.7;0.2;-
GSB;18640324;-;-;-;-;-;-;-5.6;-7.1;-1.9;-
GSB;18640325;-;-;-;-;-;-;-6.3;-7;-4.2;-
GSB;18640326;-;-;-;-;-;-;-6;-8.7;-1.9;-
GSB;18640327;-;-;-;-;-;-;-7.3;-9.8;-4.9;-
GSB;18640328;-;-;-;-;-;-;-9.6;-13;-6.2;-
GSB;18640329;-;-;-;-;-;-;-12.5;-14.7;-8;-
GSB;18640330;-;-;-;-;-;-;-13.3;-14.5;-11.3;-
GSB;18640331;-;-;-;-;-;-;-11.2;-13.5;-8;-
GSB;18640401;-;-;-;-;-;-;-4.2;-9.5;1;-
GSB;18640402;-;-;-;-;-;-;-10.4;-11.3;-7;-
GSB;18640403;-;-;-;-;-;-;-8.7;-11.5;-5.8;-
GSB;18640404;-;-;-;-;-;-;-3;-5.4;2.6;-
GSB;18640405;-;-;-;-;-;-;-3.5;-4.9;-0.4;-
GSB;18640406;-;-;-;-;-;-;-7.8;-9;-5.1;-
GSB;18640407;-;-;-;-;-;-;-7.3;-9.2;-4.2;-
GSB;18640408;-;-;-;-;-;-;-11.4;-14.8;-7;-
GSB;18640409;-;-;-;-;-;-;-8.3;-10.4;-5;-
GSB;18640410;-;-;-;-;-;-;-5.5;-7.1;-2.9;-
GSB;18640411;-;-;-;-;-;-;-4.7;-7.5;-1.4;-
GSB;18640412;-;-;-;-;-;-;-0.8;-3.8;2;-
GSB;18640413;-;-;-;-;-;-;-0.6;-2.4;2.5;-
GSB;18640414;-;-;-;-;-;-;0.3;-3.1;3.6;-
GSB;18640415;-;-;-;-;-;-;-0.2;-2.9;4.8;-
GSB;18640416;-;-;-;-;-;-;-1.4;-2.5;1.9;-
GSB;18640417;-;-;-;-;-;-;-5.6;-8.8;-1.3;-
GSB;18640418;-;-;-;-;-;-;-4;-9.4;-0.9;-
GSB;18640419;-;-;-;-;-;-;-1.4;-5.3;2.8;-
GSB;18640420;-;-;-;-;-;-;-0.8;-5.4;3;-
GSB;18640421;-;-;-;-;-;-;-2.5;-4.3;0.4;-
GSB;18640422;-;-;-;-;-;-;-3.2;-9.5;0.3;-
GSB;18640423;-;-;-;-;-;-;-0.7;-4.7;2.6;-
GSB;18640424;-;-;-;-;-;-;1;-4.3;6.5;-
GSB;18640425;-;-;-;-;-;-;0.4;-2.8;4.8;-
GSB;18640426;-;-;-;-;-;-;2.7;0.6;8.2;-
GSB;18640427;-;-;-;-;-;-;1.4;-1;4.1;-
GSB;18640428;-;-;-;-;-;-;-0.3;-3.1;4.6;-
GSB;18640429;-;-;-;-;-;-;-4.9;-6.1;-2.2;-
GSB;18640430;-;-;-;-;-;-;-5;-6.1;-2.6;-
GSB;18640501;-;-;-;-;-;-;-3.3;-6.6;-0.2;-
GSB;18640502;-;-;-;-;-;-;-1.4;-2.4;3.1;-
GSB;18640503;-;-;-;-;-;-;-2.1;-3.4;0.4;-
GSB;18640504;-;-;-;-;-;-;-3.7;-6.1;-1.2;-
GSB;18640505;-;-;-;-;-;-;-0.9;-2.9;2.2;-
GSB;18640506;-;-;-;-;-;-;2.6;-3.3;7.7;-
GSB;18640507;-;-;-;-;-;-;4.9;-0.1;10.4;-
GSB;18640508;-;-;-;-;-;-;4.4;2.3;9.8;-
GSB;18640509;-;-;-;-;-;-;1.2;0.8;3.2;-
GSB;18640510;-;-;-;-;-;-;1.5;0;5.1;-
GSB;18640511;-;-;-;-;-;-;4.2;1;7.9;-
GSB;18640512;-;-;-;-;-;-;-0.9;-1.3;1.2;-
GSB;18640513;-;-;-;-;-;-;0.3;-1.8;4.2;-
GSB;18640514;-;-;-;-;-;-;0.1;-1;3.1;-
GSB;18640515;-;-;-;-;-;-;1.8;-1;6.2;-
GSB;18640516;-;-;-;-;-;-;3.4;0.4;7.2;-
GSB;18640517;-;-;-;-;-;-;6.5;1.6;11.3;-
GSB;18640518;-;-;-;-;-;-;6.2;3.3;10.2;-
GSB;18640519;-;-;-;-;-;-;5.6;3.6;8.5;-
GSB;18640520;-;-;-;-;-;-;5.5;2.5;8.7;-
GSB;18640521;-;-;-;-;-;-;5.1;2.6;9.2;-
GSB;18640522;-;-;-;-;-;-;1.5;1;4.1;-
GSB;18640523;-;-;-;-;-;-;1.3;-1.1;4.8;-
GSB;18640524;-;-;-;-;-;-;-1;-2;1.8;-
GSB;18640525;-;-;-;-;-;-;2.1;-0.8;5.2;-
GSB;18640526;-;-;-;-;-;-;1.7;-1.3;5;-
GSB;18640527;-;-;-;-;-;-;-3.3;-4.8;-0.1;-
GSB;18640528;-;-;-;-;-;-;-1;-4.8;2.4;-
GSB;18640529;-;-;-;-;-;-;1.8;-0.4;5.2;-
GSB;18640530;-;-;-;-;-;-;3.6;-0.2;7;-
GSB;18640531;-;-;-;-;-;-;1.2;1.1;2.2;-
GSB;18640601;-;-;-;-;-;-;1.2;0.4;2.7;-
GSB;18640602;-;-;-;-;-;-;0.9;0.2;2.2;-
GSB;18640603;-;-;-;-;-;-;4.3;0.4;7.4;-
GSB;18640604;-;-;-;-;-;-;5.8;4;9.1;-
GSB;18640605;-;-;-;-;-;-;6.3;4;9.2;-
GSB;18640606;-;-;-;-;-;-;8.2;4.8;10.9;-
GSB;18640607;-;-;-;-;-;-;4;2;6.7;-
GSB;18640608;-;-;-;-;-;-;1.7;0.7;3.6;-
GSB;18640609;-;-;-;-;-;-;1.9;-0.4;5.3;-
GSB;18640610;-;-;-;-;-;-;-3.1;-3.8;-1.7;-
GSB;18640611;-;-;-;-;-;-;0.4;-1.9;3.7;-
GSB;18640612;-;-;-;-;-;-;6;2.6;10.7;-
GSB;18640613;-;-;-;-;-;-;3.4;3;3.7;-
GSB;18640614;-;-;-;-;-;-;2.7;2.2;3.2;-
GSB;18640615;-;-;-;-;-;-;0.2;-1.6;2.9;-
GSB;18640616;-;-;-;-;-;-;0.7;-3.2;3.3;-
GSB;18640617;-;-;-;-;-;-;2.2;1.2;4.5;-
GSB;18640618;-;-;-;-;-;-;5;3.3;7.1;-
GSB;18640619;-;-;-;-;-;-;3.2;1.3;6;-
GSB;18640620;-;-;-;-;-;-;3.8;0.3;6.6;-
GSB;18640621;-;-;-;-;-;-;6.7;3.6;9.9;-
GSB;18640622;-;-;-;-;-;-;6.3;3.9;9;-
GSB;18640623;-;-;-;-;-;-;8.9;6;12.4;-
GSB;18640624;-;-;-;-;-;-;4.5;3.1;6.6;-
GSB;18640625;-;-;-;-;-;-;5.4;1.9;8.7;-
GSB;18640626;-;-;-;-;-;-;6.2;3.6;9.6;-
GSB;18640627;-;-;-;-;-;-;0.4;-3.6;5.8;-
GSB;18640628;-;-;-;-;-;-;-4.1;-5;-2.1;-
GSB;18640629;-;-;-;-;-;-;-0.8;-4.9;2.1;-
GSB;18640630;-;-;-;-;-;-;2.3;-0.6;4.7;-
GSB;18640701;-;-;-;-;-;-;2;0.4;4.6;-
GSB;18640702;-;-;-;-;-;-;7;1.9;10.5;-
GSB;18640703;-;-;-;-;-;-;8.2;5.9;11;-
GSB;18640704;-;-;-;-;-;-;1.2;0.8;3.4;-
GSB;18640705;-;-;-;-;-;-;4.5;0.7;8;-
GSB;18640706;-;-;-;-;-;-;4.2;1.4;7.6;-
GSB;18640707;-;-;-;-;-;-;4.1;1.9;6.7;-
GSB;18640708;-;-;-;-;-;-;3.5;0.8;6.4;-
GSB;18640709;-;-;-;-;-;-;7;2.9;10.8;-
GSB;18640710;-;-;-;-;-;-;8.4;7;11;-
GSB;18640711;-;-;-;-;-;-;7.9;6.2;10.1;-
GSB;18640712;-;-;-;-;-;-;12.2;6.7;15.7;-
GSB;18640713;-;-;-;-;-;-;7.6;5.4;10.9;-
GSB;18640714;-;-;-;-;-;-;5.2;3.9;7.9;-
GSB;18640715;-;-;-;-;-;-;8.1;3.7;11;-
GSB;18640716;-;-;-;-;-;-;10.3;7.5;14.3;-
GSB;18640717;-;-;-;-;-;-;9;7;13.2;-
GSB;18640718;-;-;-;-;-;-;6.9;2.9;11.1;-
GSB;18640719;-;-;-;-;-;-;2.7;2.1;5.2;-
GSB;18640720;-;-;-;-;-;-;6.8;3.3;9.3;-
GSB;18640721;-;-;-;-;-;-;9.7;7;12.3;-
GSB;18640722;-;-;-;-;-;-;6.4;5.5;8.8;-
GSB;18640723;-;-;-;-;-;-;6.2;4;8.8;-
GSB;18640724;-;-;-;-;-;-;11.1;7.3;15;-
GSB;18640725;-;-;-;-;-;-;10.6;8.6;14.1;-
GSB;18640726;-;-;-;-;-;-;6.6;5.9;9.4;-
GSB;18640727;-;-;-;-;-;-;9.6;4.9;12.5;-
GSB;18640728;-;-;-;-;-;-;10.5;8.4;16.2;-
GSB;18640729;-;-;-;-;-;-;8.5;6.7;12.8;-
GSB;18640730;-;-;-;-;-;-;8.5;6.1;11.8;-
GSB;18640731;-;-;-;-;-;-;10.5;6.9;14;-
GSB;18640801;-;-;-;-;-;-;12.4;8.8;16.4;-
GSB;18640802;-;-;-;-;-;-;10.3;7.1;13.7;-
GSB;18640803;-;-;-;-;-;-;9.6;5.8;12.1;-
GSB;18640804;-;-;-;-;-;-;10.8;6.6;15.1;-
GSB;18640805;-;-;-;-;-;-;11.2;7.7;14;-
GSB;18640806;-;-;-;-;-;-;11.8;8.4;15.1;-
GSB;18640807;-;-;-;-;-;-;9.7;7;12.9;-
GSB;18640808;-;-;-;-;-;-;9.6;6.9;13.1;-
GSB;18640809;-;-;-;-;-;-;11.7;9;14.8;-
GSB;18640810;-;-;-;-;-;-;5.1;0.8;10.2;-
GSB;18640811;-;-;-;-;-;-;-2.7;-3.1;-0.8;-
GSB;18640812;-;-;-;-;-;-;1.9;-2.1;5.1;-
GSB;18640813;-;-;-;-;-;-;5.2;3.8;7.9;-
GSB;18640814;-;-;-;-;-;-;2.9;0.5;5.6;-
GSB;18640815;-;-;-;-;-;-;6.5;4.7;9.2;-
GSB;18640816;-;-;-;-;-;-;8.5;5.4;11.6;-
GSB;18640817;-;-;-;-;-;-;8.2;6;11.5;-
GSB;18640818;-;-;-;-;-;-;8.1;5.7;10.6;-
GSB;18640819;-;-;-;-;-;-;6.5;5.9;8.8;-
GSB;18640820;-;-;-;-;-;-;5.7;4.6;8.6;-
GSB;18640821;-;-;-;-;-;-;7.7;3.6;10.8;-
GSB;18640822;-;-;-;-;-;-;8.2;6;11.4;-
GSB;18640823;-;-;-;-;-;-;6.5;6.4;8;-
GSB;18640824;-;-;-;-;-;-;-0.9;-3.6;5.4;-
GSB;18640825;-;-;-;-;-;-;-3.6;-4.2;-1.6;-
GSB;18640826;-;-;-;-;-;-;-1.5;-2.3;0.6;-
GSB;18640827;-;-;-;-;-;-;-2.9;-3.7;-0.3;-
GSB;18640828;-;-;-;-;-;-;0.1;-2.8;2.8;-
GSB;18640829;-;-;-;-;-;-;3;-0.2;6.6;-
GSB;18640830;-;-;-;-;-;-;5.5;1.8;9.8;-
GSB;18640831;-;-;-;-;-;-;7.9;3.8;10.9;-
GSB;18640901;-;-;-;-;-;-;7.9;5.4;11.2;-
GSB;18640902;-;-;-;-;-;-;5.3;3.9;7.6;-
GSB;18640903;-;-;-;-;-;-;3.6;1.8;6.4;-
GSB;18640904;-;-;-;-;-;-;-0.7;-2;2.7;-
GSB;18640905;-;-;-;-;-;-;1.1;-1.9;3.9;-
GSB;18640906;-;-;-;-;-;-;3.7;3.1;5;-
GSB;18640907;-;-;-;-;-;-;6.1;4.2;8.7;-
GSB;18640908;-;-;-;-;-;-;7.9;5.9;9.9;-
GSB;18640909;-;-;-;-;-;-;9.5;6.3;12.8;-
GSB;18640910;-;-;-;-;-;-;10.3;6.5;14.8;-
GSB;18640911;-;-;-;-;-;-;6.4;3.7;8.1;-
GSB;18640912;-;-;-;-;-;-;-1.5;-2.4;0.7;-
GSB;18640913;-;-;-;-;-;-;-2.9;-3.3;-0.9;-
GSB;18640914;-;-;-;-;-;-;1.7;-4.6;6.5;-
GSB;18640915;-;-;-;-;-;-;3.6;-2.4;7.1;-
GSB;18640916;-;-;-;-;-;-;3.1;2.2;4.2;-
GSB;18640917;-;-;-;-;-;-;3.3;2.3;4.6;-
GSB;18640918;-;-;-;-;-;-;3.5;1.9;5.4;-
GSB;18640919;-;-;-;-;-;-;-0.8;-1.8;1.8;-
GSB;18640920;-;-;-;-;-;-;-3.3;-4.2;-1.2;-
GSB;18640921;-;-;-;-;-;-;0.3;-4.2;3.6;-
GSB;18640922;-;-;-;-;-;-;4.3;1.9;7.8;-
GSB;18640923;-;-;-;-;-;-;1.7;1.3;4;-
GSB;18640924;-;-;-;-;-;-;3;0.2;5.6;-
GSB;18640925;-;-;-;-;-;-;3.6;2.1;5.4;-
GSB;18640926;-;-;-;-;-;-;5.4;3.8;8;-
GSB;18640927;-;-;-;-;-;-;3.6;2.2;6.5;-
GSB;18640928;-;-;-;-;-;-;4.9;2.7;6.9;-
GSB;18640929;-;-;-;-;-;-;5.1;3.9;7;-
GSB;18640930;-;-;-;-;-;-;3.8;1.2;6;-
GSB;18641001;-;-;-;-;-;-;2.1;0.2;4.2;-
GSB;18641002;-;-;-;-;-;-;2;0;4.2;-
GSB;18641003;-;-;-;-;-;-;0.2;-0.9;2.4;-
GSB;18641004;-;-;-;-;-;-;-3.8;-5;-1.4;-
GSB;18641005;-;-;-;-;-;-;-3.1;-5.3;-0.7;-
GSB;18641006;-;-;-;-;-;-;-3;-3.4;-1.9;-
GSB;18641007;-;-;-;-;-;-;-3;-6;-1;-
GSB;18641008;-;-;-;-;-;-;1.3;-2;4.8;-
GSB;18641009;-;-;-;-;-;-;-0.2;-1.7;2.2;-
GSB;18641010;-;-;-;-;-;-;-2.9;-4;-0.8;-
GSB;18641011;-;-;-;-;-;-;-3.2;-5.7;-0.2;-
GSB;18641012;-;-;-;-;-;-;-4.5;-6.8;-0.8;-
GSB;18641013;-;-;-;-;-;-;-2.8;-4.2;-1.3;-
GSB;18641014;-;-;-;-;-;-;-4.6;-5.1;-3;-
GSB;18641015;-;-;-;-;-;-;-6.2;-7;-4.9;-
GSB;18641016;-;-;-;-;-;-;-0.3;-4.9;2.2;-
GSB;18641017;-;-;-;-;-;-;2.9;-1;6.8;-
GSB;18641018;-;-;-;-;-;-;-1.1;-2.9;2.1;-
GSB;18641019;-;-;-;-;-;-;-2.5;-3;-1.8;-
GSB;18641020;-;-;-;-;-;-;-1;-5;0.1;-
GSB;18641021;-;-;-;-;-;-;-0.2;-0.8;0.7;-
GSB;18641022;-;-;-;-;-;-;-2;-3.5;-0.5;-
GSB;18641023;-;-;-;-;-;-;-2.5;-4;-0.1;-
GSB;18641024;-;-;-;-;-;-;-2.5;-4.4;-0.8;-
GSB;18641025;-;-;-;-;-;-;-2.6;-3.3;-1.4;-
GSB;18641026;-;-;-;-;-;-;-0.6;-3;1.5;-
GSB;18641027;-;-;-;-;-;-;-2;-3.1;-1;-
GSB;18641028;-;-;-;-;-;-;-2.4;-4;-1.1;-
GSB;18641029;-;-;-;-;-;-;-0.8;-1.6;1.2;-
GSB;18641030;-;-;-;-;-;-;-1.9;-2.9;0;-
GSB;18641031;-;-;-;-;-;-;0.1;-1.6;2;-
GSB;18641101;-;-;-;-;-;-;-0.8;-2.7;1.9;-
GSB;18641102;-;-;-;-;-;-;-1.7;-2.1;-1.1;-
GSB;18641103;-;-;-;-;-;-;-1.1;-2.1;0.1;-
GSB;18641104;-;-;-;-;-;-;-0.5;-1.5;1.1;-
GSB;18641105;-;-;-;-;-;-;-0.2;-2.6;2.8;-
GSB;18641106;-;-;-;-;-;-;-9;-9.8;-7.7;-
GSB;18641107;-;-;-;-;-;-;-7.2;-9.2;-6;-
GSB;18641108;-;-;-;-;-;-;-4.9;-8.6;-1;-
GSB;18641109;-;-;-;-;-;-;-4.2;-6;-1.6;-
GSB;18641110;-;-;-;-;-;-;-4.7;-5.4;-3.6;-
GSB;18641111;-;-;-;-;-;-;-6;-6.5;-5.3;-
GSB;18641112;-;-;-;-;-;-;-6.8;-7;-6.3;-
GSB;18641113;-;-;-;-;-;-;-7.6;-9;-4.9;-
GSB;18641114;-;-;-;-;-;-;-6;-7.5;-4.3;-
GSB;18641115;-;-;-;-;-;-;-6.1;-7.1;-4.1;-
GSB;18641116;-;-;-;-;-;-;-5.3;-7.1;-1.7;-
GSB;18641117;-;-;-;-;-;-;-4.5;-10.1;0.7;-
GSB;18641118;-;-;-;-;-;-;-2.7;-5.4;2;-
GSB;18641119;-;-;-;-;-;-;-5.8;-7.6;-1.7;-
GSB;18641120;-;-;-;-;-;-;-3.5;-6.6;-0.3;-
GSB;18641121;-;-;-;-;-;-;-7;-7.9;-5.8;-
GSB;18641122;-;-;-;-;-;-;-5.5;-7.6;-3.6;-
GSB;18641123;-;-;-;-;-;-;-5.9;-7.3;-3.7;-
GSB;18641124;-;-;-;-;-;-;-7.4;-7.5;-6.4;-
GSB;18641125;-;-;-;-;-;-;-9.8;-11.1;-8.8;-
GSB;18641126;-;-;-;-;-;-;-9.2;-11.5;-5.1;-
GSB;18641127;-;-;-;-;-;-;-11;-11.7;-9.8;-
GSB;18641128;-;-;-;-;-;-;-5.9;-11.8;-3.5;-
GSB;18641129;-;-;-;-;-;-;-6.4;-7.8;-4.3;-
GSB;18641130;-;-;-;-;-;-;-8.9;-13.2;-5.8;-
GSB;18641201;-;-;50;-;0;-;-6.1;-7.4;-3.3;-
GSB;18641202;-;-;40;-;0;-;-10.9;-11.6;-10;-
GSB;18641203;-;-;0;-;0;-;-10.3;-13;-7.8;-
GSB;18641204;-;-;0;-;0;-;-5.3;-9;-3.3;-
GSB;18641205;-;-;0;-;0;-;-2.4;-5.4;1.8;-
GSB;18641206;-;-;0;-;0;-;-6.8;-9;-3.7;-
GSB;18641207;-;-;10;-;0;-;-5.9;-7;-3.8;-
GSB;18641208;-;-;10;-;0;-;-7.8;-9.5;-5.1;-
GSB;18641209;-;-;0;-;0;-;-8.9;-10;-7.5;-
GSB;18641210;-;-;40;-;0;-;-7.8;-10.3;-5.8;-
GSB;18641211;-;-;50;-;0;-;-6.5;-7;-5.4;-
GSB;18641212;-;-;80;-;0;-;-5.4;-6.3;-4.4;-
GSB;18641213;-;-;100;-;0;-;-5.5;-6.7;-4.5;-
GSB;18641214;-;-;100;-;7;-;-6.8;-8;-5.6;-
GSB;18641215;-;-;100;-;3.2;-;-5.7;-6.2;-4.9;-
GSB;18641216;-;-;80;-;1;-;-6.6;-7.8;-5.1;-
GSB;18641217;-;-;90;-;0;-;-8.6;-9.8;-7.8;-
GSB;18641218;-;-;100;-;2.2;-;-7.5;-9.2;-6.1;-
GSB;18641219;-;-;100;-;5.3;-;-6.5;-7.5;-5.1;-
GSB;18641220;-;-;70;-;0;-;-7.8;-10.1;-5.1;-
GSB;18641221;-;-;30;-;0;-;-9.9;-10.5;-9.1;-
GSB;18641222;-;-;80;-;1.6;-;-11.4;-13;-9.7;-
GSB;18641223;-;-;70;-;0;-;-13.5;-16.1;-11.8;-
GSB;18641224;-;-;50;-;0;-;-10;-11.7;-9.1;-
GSB;18641225;-;-;30;-;0;-;-11.1;-12.1;-9.2;-
GSB;18641226;-;-;0;-;0;-;-12.4;-14;-10.3;-
GSB;18641227;-;-;100;-;0;-;-5.4;-7.8;-4.2;-
GSB;18641228;-;-;70;-;0;-;-3.1;-5.4;-0.8;-
GSB;18641229;-;-;0;-;0;-;-4.3;-6.9;-1;-
GSB;18641230;-;-;0;-;0;-;-6.8;-8;-4;-
GSB;18641231;-;-;20;-;0;-;-9.3;-10.5;-6.2;-
GSB;18650101;-;-;40;-;0;-;-10.6;-12.3;-8.3;-
GSB;18650102;-;-;0;-;0;-;-11;-12.3;-8;-
GSB;18650103;-;-;60;-;0;-;-13;-14.2;-10.7;-
GSB;18650104;-;-;20;-;0;-;-9.5;-11.3;-7.8;-
GSB;18650105;-;-;10;-;0;-;-3.7;-4.5;-2.1;-
GSB;18650106;-;-;80;-;20;-;-6;-11.6;-2.7;-
GSB;18650107;-;-;40;-;0;-;-12;-15;-8.7;-
GSB;18650108;-;-;20;-;0;-;-2.4;-4.1;1.3;-
GSB;18650109;-;-;70;-;0;-;-4.1;-7.1;-0.9;-
GSB;18650110;-;-;0;-;0;-;-6;-7.5;-4.1;-
GSB;18650111;-;-;40;-;0;-;-7.6;-8.5;-6;-
GSB;18650112;-;-;100;-;5;-;-8;-8.2;-7;-
GSB;18650113;-;-;90;-;12.5;-;-8.5;-9.9;-6.8;-
GSB;18650114;-;-;100;-;23;-;-6.7;-10.3;-3.5;-
GSB;18650115;-;-;100;-;8.7;-;-12.3;-13;-10.8;-
GSB;18650116;-;-;90;-;2.7;-;-13.3;-14.5;-11.3;-
GSB;18650117;-;-;100;-;2.8;-;-14.2;-15.6;-12.2;-
GSB;18650118;-;-;50;-;0;-;-15.8;-16.9;-13;-
GSB;18650119;-;-;60;-;0;-;-15.4;-16.3;-13.7;-
GSB;18650120;-;-;100;-;7.2;-;-12;-14.6;-9.5;-
GSB;18650121;-;-;100;-;3.5;-;-5.7;-7.6;-4;-
GSB;18650122;-;-;100;-;6.6;-;-5.1;-7.9;-1.9;-
GSB;18650123;-;-;90;-;0;-;-9.4;-14.1;-4.6;-
GSB;18650124;-;-;70;-;0;-;-3.4;-4.5;-0.3;-
GSB;18650125;-;-;100;-;24.1;-;-1.3;-4.6;1.8;-
GSB;18650126;-;-;90;-;0;-;1.2;-1.9;4.2;-
GSB;18650127;-;-;90;-;7.9;-;-3.9;-5.1;-2.1;-
GSB;18650128;-;-;100;-;4.8;-;-11.7;-14.7;-6.5;-
GSB;18650129;-;-;0;-;0;-;-12;-17;-6.9;-
GSB;18650130;-;-;80;-;0;-;-9.7;-9.8;-8.9;-
